"q1_mass","q3_mass","ms3_mass","met_name","dp","ep","ce","cxp","af","quantifier","ms_mode","ion_intensity_rank","ion_abundance","precursor_formula","product_ion_reference","product_formula","production_ion_notes","met_id","external_reference","q1_mass_units","q3_mass_units","ms3_mass_units","threshold_units","dp_units","ep_units","ce_units","cxp_units","af_units","ms_group","threshold","dwell_weight","component_name","ms_include","ms_is","precursor_fragment","product_fragment","precursor_exactmass","product_exactmass","ms_methodtype","id","precursor_fragment_elements","product_fragment_elements"
"403","111",NULL,"UDP","-18","-10","-27.7","-13.1",NULL,NULL,"-",3,"730000","C9H13N2O12P2-","Beuscher 2010","C4H3N2O2","Uracil","udp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","udp","5000","1",NULL,False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t}","402.9943719",NULL,"tuning",676,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"124.895","65.9",NULL,"Thymine","-60","-10","-20","-9",NULL,2,"-",2,NULL,"C5H5N2O2-",NULL,"C4H2O","?","thym",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","thym","5000","1",NULL,False,False,NULL,NULL,"125.0351024",NULL,"tuning",725,NULL,NULL
"403","305",NULL,"UDP","-23.9","-10","-25.1","-9.9",NULL,NULL,"-",4,"330000","C9H13N2O12P2-","Bajad 2006","C9H10N2O8P-",NULL,"udp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","udp","5000","1",NULL,False,False,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t}","402.9943719",NULL,"tuning",677,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"239","120",NULL,"L-Cystine","-59.7","-10","-17","-14.8",NULL,1,"-",1,"92000","C6H11N2O4S2-",NULL,"C3H6NO2S-",NULL,"Lcystin",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","Lcystin","5000","1",NULL,True,True,NULL,NULL,"239.0160232",NULL,"tuning",680,NULL,NULL
"166.877","42.1",NULL,"Urate","-70","-10","-48","-7",NULL,NULL,"-",2,NULL,"C5H3N4O3-",NULL,"CNO",NULL,"urate",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","urate","5000","1",NULL,False,False,NULL,NULL,"167.020515",NULL,"tuning",681,NULL,NULL
"168.957","151.1",NULL,"Urate","30","10","9","10",NULL,NULL,"+",1,NULL,"C5H5N4O3+",NULL,NULL,NULL,"urate",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","urate","5000","1",NULL,False,False,NULL,NULL,"169.036165",NULL,"tuning",682,NULL,NULL
"89.001","45",NULL,"Oxalate","-39.5","-10","-12.8","-5.1",NULL,2,"-",NULL,NULL,"C2HO4-",NULL,"CHO2-",NULL,"oxa",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","oxa","25000","1",NULL,True,False,NULL,NULL,"88.98748352",NULL,"tuning",683,NULL,NULL
"744","408",NULL,"Nicotinamide adenine dinucleotide phosphate - reduced","-20","-10","-44.3","-16.3",NULL,1,"-",2,NULL,"C21H29N7O17P3-","Bajad 2006","C10H12N5O9P2-",NULL,"nadph",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","nadph","5000","1",NULL,True,True,NULL,NULL,"744.0832771",NULL,"tuning",684,NULL,NULL
"117","55",NULL,"Methylmalonate","-34","-13","-31.6","-7",NULL,1,"-",2,"60000","C4H5O4-",NULL,"C3H3O","Loss of OH and COO-","mmal",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","mmal","5000","1",NULL,True,True,NULL,NULL,"117.0187836",NULL,"tuning",685,NULL,NULL
"664","408",NULL,"Nicotinamide adenine dinucleotide - reduced","-20","-10","-44.3","-16.3",NULL,1,"-",2,"22000","C21H28N7O14P2-","Bajad 2006","C10H12N5O9P2-",NULL,"nadh",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","nadh","5000","1",NULL,True,True,NULL,NULL,"664.1169467",NULL,"tuning",686,NULL,NULL
"744","79",NULL,"Nicotinamide adenine dinucleotide phosphate - reduced","-20","-10","-138.9","-8.45",NULL,2,"-",1,"22000","C21H29N7O17P3-",NULL,"O3P-",NULL,"nadph",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","nadph","5000","1",NULL,True,False,NULL,NULL,"744.0832771",NULL,"tuning",687,NULL,NULL
"164","103",NULL,"L-Phenylalanine","-126.1","-10","-22.3","-12",NULL,2,"-",2,"41000","C9H10NO2-",NULL,"C8H7-",NULL,"phe-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","phe-L","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t}","{f,t,t,t,t,t,t,t,t}","164.0711536",NULL,"tuning",688,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"164","147",NULL,"L-Phenylalanine","-124.7","-10","-16.2","-10.1",NULL,1,"-",1,"73000","C9H10NO2-","Buescher 2010","C9H7O2-",NULL,"phe-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","phe-L","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t}","164.0711536",NULL,"tuning",689,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"389","177",NULL,"5-Phospho-alpha-D-ribose 1-diphosphate","-21.6","-10","-25.72","-15.91",NULL,1,"-",2,"1100000","C5H12O14P3-",NULL,"H3O7P2-",NULL,"prpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","prpp","5000","1",NULL,True,True,"{t,t,t,t,t}","{f,f,f,f,f}","388.9439896",NULL,"tuning",690,"{C,C,C,C,C}","{C,C,C,C,C}"
"389","291",NULL,"5-Phospho-alpha-D-ribose 1-diphosphate","-21.5","-10","-20.21","-9.94",NULL,2,"-",3,"870000","C5H12O14P3-","Bajad 2006","C5H9O10P2-",NULL,"prpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","prpp","5000","1",NULL,True,False,"{t,t,t,t,t}","{t,t,t,t,t}","388.9439896",NULL,"tuning",691,"{C,C,C,C,C}","{C,C,C,C,C}"
"485","421",NULL,"UTP","56.6","10.7","22.1","17.26",NULL,NULL,"+",NULL,"27000","C9H16N2O15P3+",NULL,NULL,NULL,"utp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","utp","5000","1",NULL,False,False,NULL,NULL,"484.9763524",NULL,"tuning",692,NULL,NULL
"485","439",NULL,"UTP","48","4","12.6","19.9",NULL,NULL,"+",NULL,"22000","C9H16N2O15P3+",NULL,NULL,NULL,"utp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","utp","5000","1",NULL,False,False,NULL,NULL,"484.9763524",NULL,"tuning",693,NULL,NULL
"243","200",NULL,"Uridine","0","0","0","0",NULL,NULL,"-",NULL,NULL,"C9H11N2O6-","Bajad 2006","C8H10NO5-",NULL,"uri",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","uri","5000","1",NULL,False,False,NULL,NULL,"243.0617111",NULL,"tuning",694,NULL,NULL
"242.91","110",NULL,"Uridine","-110","-10","-22","-7",NULL,NULL,"-",1,NULL,"C9H11N2O6-",NULL,"C4H2N2O2-","Uracil","uri",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","uri","5000","1",NULL,False,False,NULL,NULL,"243.0617111",NULL,"tuning",695,NULL,NULL
"244.921","226.9",NULL,"Uridine","120","10","11","12",NULL,NULL,"+",2,NULL,"C9H13N2O6+",NULL,NULL,NULL,"uri",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","uri","5000","1",NULL,False,False,NULL,NULL,"245.0773612",NULL,"tuning",697,NULL,NULL
"265","79",NULL,"3-Phospho-D-glyceroyl phosphate","-55.6","-10","-71.11","-8.84",NULL,NULL,"-",NULL,"2400000","C3H7O10P2-",NULL,"O3P-",NULL,"23dpg",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","23dpg","5000","1",NULL,False,False,"{t,t,t}","{f,f,f}","264.9514445",NULL,"tuning",698,"{C,C,C}","{C,C,C}"
"150.916","107.9",NULL,"Xanthine","-25","-10","-24","-9",NULL,NULL,"-",1,NULL,"C5H3N4O2-",NULL,"C4H2N3O",NULL,"xan",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","xan","5000","1",NULL,False,False,NULL,NULL,"151.0256004",NULL,"tuning",699,NULL,NULL
"87","32",NULL,"Pyruvate","-46","-8","-14","-15",NULL,2,"-",1,NULL,"C3H3O3-",NULL,"O2-",NULL,"pyr",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","pyr","5000","1",NULL,True,False,"{t,t,t}","{f,f,f}","87.00821896",NULL,"tuning",700,"{C,C,C}","{C,C,C}"
"229","79",NULL,"alpha-D-Ribose 5-phosphate","-57.6","-10","-54.2","-9.6",NULL,3,"-",1,"830000","C5H10O8P-","Bajad 2006","O3P-",NULL,"r5p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","r5p","5000","1",NULL,False,False,"{t,t,t,t,t}","{f,f,f,f,f}","229.0113288",NULL,"tuning",701,"{C,C,C,C,C}","{C,C,C,C,C}"
"229","97",NULL,"alpha-D-Ribose 5-phosphate","-53.1","-10","-18.9","-5.3",NULL,1,"-",2,"640000","C5H10O8P-","Luo 2007","H2O4P-","Phosphate","r5p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","r5p","5000","1",NULL,True,True,"{t,t,t,t,t}","{f,f,f,f,f}","229.0113288",NULL,"tuning",702,"{C,C,C,C,C}","{C,C,C,C,C}"
"276","97",NULL,"6-Phospho-D-gluconate","-56.4","-10","-22","-5.24",NULL,1,"-",NULL,NULL,NULL,NULL,NULL,NULL,"6pgc",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","6pgc","1000","1","6pgc.276-97",True,NULL,NULL,NULL,NULL,NULL,"isotopomer_D",748,NULL,NULL
"742","620",NULL,"Nicotinamide adenine dinucleotide phosphate","-32.5","-10","-25.8","-11",NULL,1,"-",1,NULL,"C21H27N7O17P3-","Bajad 2006","C15H21N5O16P3-","Loss of nicotinamide","nadp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","nadp","5000","1",NULL,True,True,NULL,NULL,"742.075452",NULL,"tuning",704,NULL,NULL
"375","103",NULL,"Riboflavin","-54.2","-10","-24","-9.8",NULL,2,"-",3,"75000","C17H19N4O6-",NULL,"C4H7O3-",NULL,"ribflv",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","ribflv","5000","1",NULL,False,False,NULL,NULL,"375.1304594",NULL,"tuning",705,NULL,NULL
"375","255",NULL,"Riboflavin","-54.1","-10","-24.6","-15.3",NULL,1,"-",1,"130000","C17H19N4O6-",NULL,"C13H11N4O2-",NULL,"ribflv",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","ribflv","5000","1",NULL,True,True,NULL,NULL,"375.1304594",NULL,"tuning",706,NULL,NULL
"153","110",NULL,"Xanthine","54","10","27","15",NULL,NULL,"+",1,NULL,"C5H5N4O2+","Bajad 2006","C4H4N3O+",NULL,"xan",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","xan","5000","1",NULL,False,False,NULL,NULL,"153.0412504",NULL,"tuning",707,NULL,NULL
"118","55",NULL,"L-Valine","34.3","10","26.3","6.1",NULL,NULL,"+",2,"360000","C5H12NO2+",NULL,NULL,NULL,"val-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","val-L","5000","1",NULL,False,False,NULL,NULL,"118.0868036",NULL,"tuning",708,NULL,NULL
"118","72",NULL,"L-Valine","31.2","10","13.8","12.1",NULL,NULL,"+",1,"1100000","C5H12NO2+",NULL,NULL,NULL,"val-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","val-L","5000","1",NULL,False,False,NULL,NULL,"118.0868036",NULL,"tuning",709,NULL,NULL
"167","79",NULL,"Phosphoenolpyruvate","-33.8","-10","-25.1","-9.2",NULL,1,"-",1,"550000","C3H4O6P-","Bajad 2006","O3P-",NULL,"pep",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","pep","5000","1",NULL,True,True,"{t,t,t}","{f,f,f}","166.9745494",NULL,"tuning",710,"{C,C,C}","{C,C,C}"
"229.001","139",NULL,"D-Ribulose 5-phosphate","-46.2","-10","-19.4","-7.3",NULL,2,"-",NULL,NULL,"C5H10O8P-",NULL,"C2H4O5P-",NULL,"ru5p-D",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","ru5p-D","5000","1",NULL,True,False,"{t,t,t,t,t}","{f,f,f,t,t}","229.0113288",NULL,"tuning",711,"{C,C,C,C,C}","{C,C,C,C,C}"
"229.001","97",NULL,"D-Ribulose 5-phosphate","-41.3","-12","-17","-6",NULL,1,"-",1,"700000","C5H10O8P-","Luo 2007","H2O4P-",NULL,"ru5p-D",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","ru5p-D","5000","1",NULL,True,True,"{t,t,t,t,t}","{f,f,f,f,f}","229.0113288",NULL,"tuning",712,"{C,C,C,C,C}","{C,C,C,C,C}"
"163","91",NULL,"Phenylpyruvate","-20","-10","-14.3","-11",NULL,1,"-",1,"4100000","C9H7O3-","Bajad 2006","C7H7-",NULL,"phpyr",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","phpyr","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","163.0395191",NULL,"tuning",713,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"126.836","110",NULL,"Thymine","130","10","21","10",NULL,NULL,"+",1,NULL,"C5H7N2O2+",NULL,NULL,NULL,"thym",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","thym","5000","1",NULL,False,False,NULL,NULL,"127.0507525",NULL,"tuning",644,NULL,NULL
"163","119",NULL,"Phenylpyruvate","-26","-13","-19","-8",NULL,2,"-",2,"10000","C9H7O3-",NULL,"C8H7O","Loss of COO-","phpyr",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","phpyr","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t}","{f,t,t,t,t,t,t,t,t}","163.0395191",NULL,"tuning",714,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"131","42",NULL,"L-Asparagine","-89.7","-10","-34.1","-4.8",NULL,NULL,"-",4,"310000","C4H7N2O3-",NULL,"CNO-",NULL,"asn-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","asn-L","5000","1",NULL,False,False,"{t,t,t,t}",NULL,"131.0456671",NULL,"tuning",715,"{C,C,C,C}",NULL
"131","113",NULL,"L-Asparagine","-89.7","-10","-13.2","-10.4",NULL,NULL,"-",3,"460000","C4H7N2O3-",NULL,"C4H5N2O2-",NULL,"asn-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","asn-L","5000","1",NULL,False,False,"{t,t,t,t}","{t,t,t,t}","131.0456671",NULL,"tuning",716,"{C,C,C,C}","{C,C,C,C}"
"322.2","278",NULL,"CMP","-25.8","-10","-33.8","-13.8",NULL,NULL,"-",3,"29000","C9H13N3O8P-",NULL,"C8H9NO8P-",NULL,"cmp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","cmp","5000","1",NULL,False,False,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,f,t,t}","322.0440259",NULL,"tuning",717,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"117.001","73",NULL,"Succinate","-32","-10","-14","-5",NULL,2,"-",2,NULL,"C4H5O4-","Bajad 2006 / Luo 2007 / Beuscher 2010","C3H5O2-",NULL,"succ",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","succ","40000","1",NULL,True,False,"{t,t,t,t}","{t,t,t,f}","117.0187836",NULL,"tuning",718,"{C,C,C,C}","{C,C,C,C}"
"117.001","99",NULL,"Succinate","-42","-10","-14","-5",NULL,1,"-",1,NULL,"C4H5O4-",NULL,"C4H3O3-","Loss of OH","succ",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","succ","40000","1",NULL,True,True,"{t,t,t,t}","{t,t,t,t}","117.0187836",NULL,"tuning",719,"{C,C,C,C}","{C,C,C,C}"
"289","79",NULL,"Sedoheptulose 7-phosphate","-60","-10","-66.3","-9.2",NULL,2,"-",2,"260000","C7H14O10P-",NULL,"O3P-",NULL,"s7p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","s7p","5000","1",NULL,True,False,"{t,t,t,t,t,t,t}","{f,f,f,f,f,f,f}","289.0324582",NULL,"tuning",720,"{C,C,C,C,C,C,C}","{C,C,C,C,C,C,C}"
"289","97",NULL,"Sedoheptulose 7-phosphate","-54.3","-10","-26.9","-11.5",NULL,1,"-",1,"240000","C7H14O10P-","Luo 2007","H2O4P-",NULL,"s7p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","s7p","5000","1",NULL,True,True,"{t,t,t,t,t,t,t}","{f,f,f,f,f,f,f}","289.0324582",NULL,"tuning",721,"{C,C,C,C,C,C,C}","{C,C,C,C,C,C,C}"
"104","42",NULL,"L-Serine","-73.9","-10","-18.7","-12.2",NULL,2,"-",2,"13000","C3H6NO3-",NULL,"C2H4N-",NULL,"ser-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","ser-L","5000","1",NULL,True,False,"{t,t,t}","{f,t,t}","104.0347681",NULL,"tuning",722,"{C,C,C}","{C,C,C}"
"104","74",NULL,"L-Serine","-72.8","-10","-15.9","-8.7",NULL,1,"-",1,"21000","C3H6NO3-",NULL,"C2H4NO2-",NULL,"ser-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","ser-L","5000","1",NULL,True,True,"{t,t,t}","{t,t,f}","104.0347681",NULL,"tuning",723,"{C,C,C}","{C,C,C}"
"124.895","42",NULL,"Thymine","-45","-10","-36","-7",NULL,1,"-",1,NULL,"C5H5N2O2-","Beuscher 2010","CNO",NULL,"thym",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","thym","5000","1",NULL,True,True,NULL,NULL,"125.0351024",NULL,"tuning",724,NULL,NULL
"118","74",NULL,"L-Threonine","-46.5","-10","-14.2","-6.7",NULL,1,"-",1,"36000","C4H8NO3-","Bajad 2006","C2H4NO2-",NULL,"thr-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","thr-L","5000","1",NULL,True,True,"{t,t,t,t}","{t,t,f,f}","118.0504181",NULL,"tuning",726,"{C,C,C,C}","{C,C,C,C}"
"203","74",NULL,"L-Tryptophan","-57.7","-10","-22","-12.7",NULL,2,"-",2,"650000","C11H11N2O2-",NULL,"C2H4NO2-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t,t,t}","{t,t,f,f,f,f,f,f,f,f,f}","203.0820526",NULL,"tuning",727,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"203","116",NULL,"L-Tryptophan","-57.9","-10","-20.9","-4.9",NULL,1,"-",1,"1300000","C11H11N2O2-","Beuscher 2010","C8H6N-",NULL,"trp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","trp-L","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,t,t,t,t,t,t,t,t}","203.0820526",NULL,"tuning",728,"{C,C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C,C}"
"180","119",NULL,"L-Tyrosine","-82.3","-10","-23.2","-10.7",NULL,2,"-",2,"46000","C9H10NO3-",NULL,"C8H7O-",NULL,"tyr-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","tyr-L","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t}","{f,t,t,t,t,t,t,t,t}","180.0660682",NULL,"tuning",730,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"180","163",NULL,"L-Tyrosine","-66.4","-10","-18.1","-9.9",NULL,1,"-",1,"64000","C9H10NO3-","Buescher 2010","C9H7O3-",NULL,"tyr-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","tyr-L","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t}","180.0660682",NULL,"tuning",731,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"403","79",NULL,"UDP","-18","-10","-86.8","-8.8",NULL,1,"-",1,"2300000","C9H13N2O12P2-",NULL,"O3P-",NULL,"udp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","udp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}","402.9943719",NULL,"tuning",732,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"403","159",NULL,"UDP","-18","-10","-35.1","-10.7",NULL,2,"-",2,"1100000","C9H13N2O12P2-",NULL,"HO6P2-",NULL,"udp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","udp","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}","402.9943719",NULL,"tuning",733,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"323","79",NULL,"UMP","-44.6","-10","-76.7","-9.1",NULL,1,"-",2,"680000","C9H12N2O9P-","Beuscher 2010","O3P-",NULL,"ump",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","ump","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}","323.0280415",NULL,"tuning",734,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"323","97",NULL,"UMP","-21.8","-10","-28.1","-5.7",NULL,2,"-",4,"250000","C9H12N2O9P-",NULL,"H2O4P-",NULL,"ump",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","ump","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}","323.0280415",NULL,"tuning",735,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"167","42",NULL,"Urate","-70","-10","-48","-7",NULL,2,"-",NULL,NULL,"C5H3N4O3-",NULL,"CNO",NULL,"urate",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","urate","5000","1",NULL,True,False,NULL,NULL,"167.020515",NULL,"tuning",736,NULL,NULL
"167","124",NULL,"Urate","-75","-10","-20","-9",NULL,1,"-",NULL,NULL,"C5H3N4O3-",NULL,"C4H2N3O2-",NULL,"urate",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","urate","5000","1",NULL,True,True,NULL,NULL,"167.020515",NULL,"tuning",737,NULL,NULL
"243.001","42",NULL,"Uridine","-110","-10","-52","-7",NULL,1,"-",NULL,NULL,"C9H11N2O6-",NULL,"CNO",NULL,"uri",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","uri","5000","1",NULL,True,True,NULL,NULL,"243.0617111",NULL,"tuning",738,NULL,NULL
"243.001","110",NULL,"Uridine","-110","-10","-22","-7",NULL,2,"-",NULL,NULL,"C9H11N2O6-",NULL,"C4H2N2O2-",NULL,"uri",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","uri","5000","1",NULL,True,False,NULL,NULL,"243.0617111",NULL,"tuning",739,NULL,NULL
"150.916","108",NULL,"Xanthine","-25","-10","-24","-9",NULL,1,"-",NULL,NULL,"C5H3N4O2-",NULL,"C4H2N3O",NULL,"xan",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","xan","5000","1",NULL,True,True,NULL,NULL,"151.0256004",NULL,"tuning",740,NULL,NULL
"483","79",NULL,"UTP","-32","-10","-130.2","-7",NULL,2,"-",1,"130000","C9H14N2O15P3-",NULL,"O3P-",NULL,"utp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","utp","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}","482.9607023",NULL,"tuning",741,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"483","159",NULL,"UTP","-35.9","-10","-34.4","-20.6",NULL,3,"-",2,"110000","C9H14N2O15P3-","Bajad 2006","HO6P2-",NULL,"utp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","utp","5000","1",NULL,False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}","482.9607023",NULL,"tuning",742,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"150.916","89",NULL,"Xanthine","-25","-10","-18","-11",NULL,2,"-",2,NULL,"C5H3N4O2-",NULL,"C2H5N2O2",NULL,"xan",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","xan","5000","1",NULL,False,False,NULL,NULL,"151.0256004",NULL,"tuning",743,NULL,NULL
"166.877","124",NULL,"Urate","-75","-10","-20","-9",NULL,NULL,"-",1,NULL,"C5H3N4O3-","Beuscher 2010","C4H2N3O2-",NULL,"urate",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","urate","5000","1",NULL,False,False,NULL,NULL,"167.020515",NULL,"tuning",744,NULL,NULL
"168.957","141",NULL,"Urate","90","10","21","10",NULL,NULL,"+",2,NULL,"C5H5N4O3+",NULL,NULL,NULL,"urate",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","urate","5000","1",NULL,False,False,NULL,NULL,"169.036165",NULL,"tuning",745,NULL,NULL
"483","385",NULL,"UTP","-22.5","-10","-30.1","-8",NULL,1,"-",3,"57000","C9H14N2O15P3-","Beuscher 2010","C9H11N2O11P2-",NULL,"utp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","utp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t}","482.9607023",NULL,"tuning",746,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"275","97",NULL,"6-Phospho-D-gluconate","-56.4","-10","-22","-5.24",NULL,1,"-",2,"400000","C6H12O10P-","Bajad 2006","H2O4P-",NULL,"6pgc",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","6pgc","10000","1","6pgc.275-97",True,NULL,NULL,NULL,"275.0168081",NULL,"isotopomer_D",747,NULL,NULL
"277","97",NULL,"6-Phospho-D-gluconate","-56.4","-10","-22","-5.24",NULL,1,"-",NULL,NULL,NULL,NULL,NULL,NULL,"6pgc",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","6pgc","1000","1","6pgc.277-97",True,NULL,NULL,NULL,NULL,NULL,"isotopomer_D",749,NULL,NULL
"278","97",NULL,"6-Phospho-D-gluconate","-56.4","-10","-22","-5.24",NULL,1,"-",NULL,NULL,NULL,NULL,NULL,NULL,"6pgc",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","6pgc","1000","1","6pgc.278-97",True,NULL,NULL,NULL,NULL,NULL,"isotopomer_D",750,NULL,NULL
"808","79",NULL,"Acetyl-CoA","-18.1","-10","-136.9","-9.7",NULL,1,"-",1,"10000","C23H37N7O17P3S-","Luo 2007","O3P-",NULL,"accoa",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","accoa","5000","1","accoa.808-79",True,NULL,NULL,NULL,"808.117948",NULL,"isotopomer_D",751,NULL,NULL
